customer_id,first_name,last_name,dob_raw,email,phone
CUST171,Kevin,Rojas,31-08-2004,scott26@gmail.com,001-426-761-7292
CUST172,John,Arnold,06-03-2006,petersonnicholas@hotmail.com,512-245-6208
CUST173,Stephen,Wright,22-08-1941,jennifertaylor@gmail.com,(246)277-7713x7002
CUST174,Stefanie,Robbins,16-07-1994,xmendez@hotmail.com,001-239-745-9029
CUST175,Michele,Wagner,10-07-1996,loveangela@gmail.com,(980)354-9823
CUST176,Robert,Parrish,04-09-1960,kristi43@yahoo.com,(991)369-8886
CUST177,Sarah,Flores,30-03-1984,christopher46@yahoo.com,001-338-597-0564x733
CUST178,David,Sandoval,13-07-2002,anthony41@yahoo.com,3953027465
CUST179,Wendy,Knight,06-08-1975,mendozadeborah@gmail.com,9637735267
CUST180,Maria,Solis,08-03-2004,pdodson@hotmail.com,+1-640-370-8429
CUST181,Brandi,Johnson,06-10-1947,gbartlett@yahoo.com,7186432995
CUST182,Emily,Moore,09-05-1985,gabrieltodd@yahoo.com,(599)855-6492x457
CUST183,Allison,Smith,10-09-1976,pauljohnson@yahoo.com,(981)440-6450x982
CUST184,Cody,Lopez,10-04-1964,brownsteve@yahoo.com,3062856194
CUST185,Christopher,Fletcher,19-05-2007,xrodriguez@gmail.com,627-268-7172x6407
CUST186,Carl,Walls,10-12-1992,edward32@yahoo.com,(543)731-8751
CUST187,Stacie,Dawson,16-05-1978,tammy08@gmail.com,001-299-598-6026x09810
CUST188,Teresa,Watson,12-12-2003,jsmith@hotmail.com,(966)213-5988x3678
CUST189,Tanner,White,11-03-1994,kathleenhumphrey@gmail.com,744-516-1090
CUST190,Heather,Weiss,07-06-1970,paulawashington@hotmail.com,001-694-901-7246
CUST191,Matthew,Williams,17-05-1959,erichansen@gmail.com,(543)612-4213x52082
CUST192,Matthew,Atkins,28-11-1991,taylor06@gmail.com,683.408.4071
CUST193,Jessica,Baldwin,07-07-1971,maygregory@yahoo.com,958.601.6188
CUST194,Hector,Flynn,21-04-1988,sarah40@gmail.com,964.931.3255x65597
CUST195,Susan,Moreno,08-03-1948,sanchezstephanie@yahoo.com,487.897.0641x6367
CUST196,Rita,Bauer,22-05-1973,wpeterson@yahoo.com,+1-383-263-6123x585
CUST197,Diane,Barron,23-06-1984,sanderstony@hotmail.com,7003372965
CUST198,Michelle,Parker,01-12-1948,qbrown@gmail.com,(488)954-4737
CUST199,Danny,Ewing,12-02-1980,samanthahall@yahoo.com,001-983-215-6653x054
CUST200,Cody,Bailey,11-07-1982,cheryl11@yahoo.com,+1-388-924-0512
CUST201,Danielle,Johnson,18-04-1949,dansmith@hotmail.com,4616752917
CUST202,Tiffany,Smith,24-04-1978,maryanderson@yahoo.com,928.580.3522
CUST203,Erica,Brown,02-01-1985,lisa64@hotmail.com,(470)277-3212x5904
CUST204,Devon,Flores,25-10-1940,alexandrabutler@hotmail.com,2657999929
CUST205,Jason,Wood,24-11-1985,rachel80@gmail.com,576.814.3737x396
CUST206,Pamela,Brown,16-11-1978,craig04@yahoo.com,001-349-878-9798x37740
CUST207,Arthur,Lucas,05-03-1981,gardnerdalton@hotmail.com,643-385-0478x9037
CUST208,Amanda,Dennis,08-12-1942,deborahraymond@hotmail.com,001-570-665-4063x46172
CUST209,Timothy,Boyd,13-04-1994,gallaghernicole@gmail.com,(524)374-3533
CUST210,Brittney,Garza,29-11-1964,kmoore@hotmail.com,959.322.7082x36788
CUST211,Andrea,Wagner,15-09-1978,michael22@hotmail.com,001-539-344-2133x477
CUST212,Stephanie,Walker,17-03-1968,cburnett@gmail.com,(217)353-2796x321
CUST213,Hannah,Kennedy,09-02-1989,roysmith@gmail.com,+1-622-778-7425x046
CUST214,Denise,Russell,09-12-1984,tyler12@hotmail.com,428-732-5471x659
CUST215,Michelle,Garcia,22-11-1962,udawson@hotmail.com,8985369968
CUST216,Robert,Morgan,17-09-1948,frenchemma@hotmail.com,4975256624
CUST217,Kenneth,Kane,26-05-1983,vicki87@hotmail.com,754-826-8622x6487
CUST218,Lucas,Richards,15-07-1989,scottstacy@hotmail.com,+1-373-683-9119x43345
CUST219,Kayla,Murphy,13-12-1965,beckermatthew@gmail.com,602.561.0111
CUST220,Janet,Bond,10-01-2000,nhunt@gmail.com,(327)315-3183x653
CUST221,Caitlyn,Phillips,20-07-1949,combscynthia@yahoo.com,001-413-748-1117x756
CUST222,Kayla,Cannon,23-10-1966,warren74@yahoo.com,791.467.4692x8432
CUST223,Kaylee,Ward,02-04-1977,paul15@hotmail.com,657-388-7690x2578
CUST224,Christopher,Barnes,29-03-1996,vholmes@hotmail.com,861.229.2544x127
CUST225,Emma,Anthony,02-05-1950,smithjames@gmail.com,475.949.7248x1504
CUST226,Angel,Quinn,24-01-1961,matthew25@gmail.com,+1-579-505-2235
CUST227,William,Knight,18-11-2000,munozandrew@gmail.com,755.694.7169x0023
CUST228,Claudia,Wright,28-10-1954,colemancandice@gmail.com,(473)960-3058x641
CUST229,Katelyn,Henderson,30-10-1957,thompsonjennifer@hotmail.com,001-575-456-8858x6084
CUST230,Chase,Powell,30-06-1955,wrightchad@gmail.com,(996)985-1093
CUST231,Alexander,Martinez,15-09-1995,itodd@gmail.com,+1-420-907-2268x184
CUST232,Jose,Castro,30-10-1988,sean17@gmail.com,367-721-1076x5947
CUST233,Michael,Harvey,11-05-1940,yolandahicks@yahoo.com,+1-595-345-6340x410
CUST234,Christina,Vasquez,16-09-1963,fmartin@hotmail.com,629.306.8963x35048
CUST235,Amber,Woods,16-09-1995,owensmathew@hotmail.com,293-450-7859
CUST236,Jamie,Ball,20-06-1955,cbryant@hotmail.com,001-351-243-9821
CUST237,Jeffrey,Davis,26-01-1985,tmartinez@yahoo.com,9752440275
CUST238,Richard,Thomas,31-07-1986,suzanne26@hotmail.com,558.489.2416
CUST239,Melissa,Wright,26-05-1984,ohernandez@gmail.com,253-789-1721x26552
CUST240,Emily,Hicks,11-03-1957,ramseycory@yahoo.com,(669)621-0303x97917
CUST241,Amanda,Jones,01-04-2004,crystal77@yahoo.com,218-907-5583
CUST242,Timothy,Gonzales,26-09-1974,daniellelewis@hotmail.com,213.928.0274x43525
CUST243,Rebecca,Chapman,07-08-1974,michelle12@yahoo.com,9932858509
CUST244,Donna,Long,25-03-1966,karen89@yahoo.com,+1-856-381-1265x672
CUST245,Heather,Hamilton,18-08-1987,ytaylor@gmail.com,5103856289
CUST246,Danielle,Munoz,14-12-1947,cgomez@gmail.com,001-800-400-4742
CUST247,William,Cox,03-03-1971,woliver@yahoo.com,001-730-908-9360
CUST248,Robin,Perkins,22-09-1960,hvillanueva@yahoo.com,373.921.4055x174
CUST249,Alexandra,Davis,13-07-1948,btorres@gmail.com,315-416-0736
CUST250,Sonya,Kramer,07-07-1972,shawnadeleon@yahoo.com,(897)987-2129x50275
CUST251,James,Hayes,19-12-1940,tracyhill@gmail.com,663-350-1534
CUST252,Anthony,Suarez,02-09-1962,bshea@gmail.com,275-951-8747
CUST253,Carol,Pena,10-03-2007,wolfmelinda@gmail.com,001-888-313-4941x5141
CUST254,Connie,Atkins,02-09-1961,kristanguyen@hotmail.com,+1-224-815-8526x93474
CUST255,Aaron,Cox,02-04-1954,juliekoch@yahoo.com,449-945-9773x871
CUST256,Kim,Welch,09-09-1975,stricklandsandra@yahoo.com,+1-622-328-8431
CUST257,Phillip,Nelson,10-04-1981,enewton@yahoo.com,+1-313-923-3634x52495
CUST258,Diana,Daniels,29-03-1976,kathryn66@hotmail.com,(384)959-5718x3652
CUST259,Michelle,Gamble,11-11-2001,jordanterry@gmail.com,(633)616-4310x56443
CUST260,Dennis,Anderson,07-02-1990,ggarcia@gmail.com,001-838-670-3461
CUST261,Adam,Garrett,20-07-1972,xlopez@yahoo.com,8869818870
CUST262,Morgan,Barber,02-04-1947,christine98@hotmail.com,524.959.4957
CUST263,Alex,Zhang,17-09-2005,davistodd@yahoo.com,377-844-7987x5284
CUST264,Eddie,King,11-04-1988,aeaton@hotmail.com,+1-428-822-6966x487
CUST265,Carolyn,Murray,27-02-1973,riley68@gmail.com,001-407-942-7388x901
CUST266,Jeffrey,Thomas,23-08-1975,tmunoz@yahoo.com,(223)814-0770
CUST267,Steven,Walsh,03-02-1963,robinsonsamantha@hotmail.com,(200)932-1254x81035
CUST268,Jason,Kelly,05-01-2004,duranerika@gmail.com,487.587.3935x07262
CUST269,William,Hunt,04-05-1972,linda28@yahoo.com,881-843-4449
CUST270,Heather,Gray,11-11-1979,dsingleton@yahoo.com,(850)557-3044x5882
CUST271,Jacob,Arias,22-03-1983,anthonysloan@hotmail.com,6746324077
CUST272,Lindsey,James,02-04-1941,mstanton@yahoo.com,488.525.5235x7685
CUST273,Sheri,Mills,10-02-1946,jjones@hotmail.com,(758)717-3098
CUST274,Kristina,Lewis,12-11-1957,npacheco@gmail.com,(373)798-9899x21828
CUST275,Michael,Jones,08-12-2005,ajohns@yahoo.com,(803)764-5059x6073
CUST276,Alexander,Arroyo,06-05-2002,wrichards@hotmail.com,841.539.6234x500
CUST277,Mark,Love,18-08-1999,xcarpenter@yahoo.com,9007397383
CUST278,Cassidy,Young,27-08-1976,wadepamela@hotmail.com,746-489-7634x7660
CUST279,Valerie,Campos,16-10-1966,rlozano@gmail.com,001-438-648-6038
CUST280,Julie,Reid,03-06-2004,amandajackson@yahoo.com,210.552.1338x92460
CUST281,Eric,Chavez,30-12-1963,burkerichard@gmail.com,(887)603-4561
CUST282,Brenda,Taylor,19-09-2005,eddieestes@yahoo.com,(239)881-7020
CUST283,Melissa,Little,22-02-1983,christinebuck@hotmail.com,+1-645-799-5334x281
CUST284,Matthew,Williams,22-12-1975,carrmaria@yahoo.com,001-886-747-2564x6622
CUST285,Michael,Rogers,19-02-1941,amanda04@gmail.com,001-315-871-1389x903
CUST286,Michael,Owens,18-07-1966,marcussmith@gmail.com,2064384372
CUST287,Billy,Wilson,01-09-1967,annemoore@yahoo.com,(621)275-7063x501
CUST288,Maureen,Scott,06-04-1992,michaelvelez@gmail.com,815.338.3103x0315
CUST289,Kathleen,Hayes,30-09-2000,james42@gmail.com,001-799-634-4870x02544
CUST290,Courtney,Bauer,12-12-2004,connielambert@yahoo.com,001-708-837-5851
CUST291,Amy,Hernandez,26-01-2000,payneholly@gmail.com,8889251509
CUST292,Samuel,Bender,26-04-1942,jennifer08@gmail.com,591.429.2475x963
CUST293,Jeffrey,Hicks,12-01-1990,brownjessica@hotmail.com,351-662-9917
CUST294,Amy,Peterson,27-06-2007,thompsoncourtney@yahoo.com,571-944-0290x27073
CUST295,Sherry,Smith,30-07-1966,mwilliams@hotmail.com,+1-762-869-5883x0148
CUST296,Hector,Boone,13-04-2007,fitzpatricktara@hotmail.com,(255)439-3573x4361
CUST297,Cynthia,Barnes,06-10-1985,lori72@hotmail.com,211.501.8768x4764
CUST298,Jennifer,Weaver,22-05-1995,kimberlyhenderson@yahoo.com,+1-600-341-1683x8070
CUST299,Kimberly,Reyes,28-06-1974,ewhite@gmail.com,512.237.8686x10426
CUST300,Christine,Reese,20-06-1985,laura44@gmail.com,+1-574-564-2559x66109
CUST301,Jeremiah,Hartman,20-01-1977,andrewwhite@yahoo.com,569.597.8931
CUST302,Crystal,Evans,03-11-2002,conradmichael@gmail.com,(541)740-8753x7723
CUST303,David,Marquez,04-02-1994,eric61@gmail.com,2046823274
CUST304,Christina,Hall,29-11-1946,doylelindsey@hotmail.com,649-853-8337
CUST305,Timothy,Edwards,30-08-1981,awells@gmail.com,289.557.8664x7680
CUST306,Richard,Mercer,08-07-1987,nspence@gmail.com,7132735910
CUST307,Melissa,Hughes,04-03-1943,taylor65@yahoo.com,840.269.3652x927
CUST308,Eric,Garcia,30-11-1981,rileyhelen@hotmail.com,689-614-7607
CUST309,Gina,Lewis,01-09-2000,lorirhodes@yahoo.com,630-421-8172x88372
CUST310,Kenneth,Johnson,29-02-1968,emcmahon@gmail.com,(708)717-0312x36956
CUST311,Beth,Aguilar,08-06-1997,thomashernandez@hotmail.com,543.520.4493x962
CUST312,Dawn,Buckley,26-05-2007,fordtracy@hotmail.com,(510)226-7156x77273
CUST313,Sandra,Barnes,25-07-1950,sandra45@yahoo.com,7172037946
CUST314,Carl,Glass,29-12-1943,smunoz@hotmail.com,(841)522-0245x7845
CUST315,Holly,Ross,13-03-2004,xsmith@yahoo.com,+1-726-242-4818x5846
CUST316,Cynthia,Gardner,06-09-1977,amyvargas@yahoo.com,001-302-639-1324
CUST317,Robert,Simpson,15-09-1973,eddie18@hotmail.com,683.533.4728
CUST318,Michael,Diaz,19-12-1960,mitchelljason@yahoo.com,(223)744-0199
CUST319,Kayla,Lin,26-08-1946,shafferapril@gmail.com,(794)892-6880
CUST320,Heather,Peterson,16-03-1988,wjensen@yahoo.com,001-998-569-5702
CUST321,Tanya,Moore,01-05-1944,tmartin@yahoo.com,544-986-8612x36852
CUST322,Juan,Santos,03-01-1960,mendezjeff@yahoo.com,(575)718-0296x6837
CUST323,Ricky,Browning,22-09-1982,jason73@hotmail.com,+1-753-338-8362
CUST324,Rebecca,Brown,15-01-1947,kelly27@gmail.com,404.409.0519x565
